ID	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj	muscle_1	muscle_2	muscle_3	muscle_wssv_1	muscle_wssv_2	muscle_wssv_3	muscle_1_normalized	muscle_2_normalized	muscle_3_normalized	muscle_wssv_1_normalized	muscle_wssv_2_normalized	muscle_wssv_3_normalized	Expression
XM_027361907.1	167.523317546398	6.39528585284855	0.64036350026431	9.98696185870821	1.73827865041428e-23	2.21438640024853e-21	0	6	2	750	320	539	0	7.61738101025835	3.46686608685217	465.173360976664	255.697852519621	273.184444684991	Down_muscle_Up_muscle_wssv
XM_027367233.1	165.111169919374	4.40782819444741	0.441480281872177	9.98420173094757	1.78733905071449e-23	2.24769342928954e-21	3	16	11	652	322	562	4.75790155085886	20.3130160273556	19.0677634776869	404.390708475713	257.295964097868	284.841665886762	Down_muscle_Up_muscle_wssv
XM_027374011.1	371472.085799505	-2.37960066936944	0.238429930093857	-9.98029344903437	1.85916120347362e-23	2.30841927150288e-21	458292	426073	347178	203984	111691	283120	726836.072515404	540926.729863968	601809.817150581	126517.230487285	89247.340143028	143495.324636762	Up_muscle_Down_muscle_wssv
XM_027364982.1	356.447766215894	3.01385068944223	0.302458751247844	9.96450152957418	2.17964479802498e-23	2.67251697797837e-21	53	58	45	842	1055	1061	84.0562607318399	73.634683099164	78.0044869541738	522.234626589801	843.003857525624	537.752682394759	Down_muscle_Up_muscle_wssv
XM_027369700.1	1442.10424052685	-2.21225292432596	0.222161369157036	-9.95786500920514	2.3301274425213e-23	2.82175556588784e-21	1295	1816	1591	910	591	984	2053.82750278741	2305.52731910486	2757.8919720909	564.410344651686	472.241971372174	498.726333154046	Up_muscle_Down_muscle_wssv
XM_027352767.1	115.798302546188	-2.4165564063087	0.243053413645985	-9.94249111772814	2.71939999030234e-23	3.25299932986288e-21	115	156	118	58	48	70	182.386226116256	198.051906266717	204.545099124278	35.9734065821954	38.3546778779431	35.4784993097391	Up_muscle_Down_muscle_wssv
XR_003476320.1	161.363735204329	4.52597649354486	0.456981528168521	9.90406879613702	3.99675882213913e-23	4.72339846823648e-21	13	11	3	495	503	433	20.6175733870551	13.965198518807	5.20029913027826	307.014418244598	401.925061929279	219.459860015957	Down_muscle_Up_muscle_wssv
XR_003476132.1	52.7930361278422	-3.86892434907396	0.391397639423656	-9.8848944382267	4.84091740029115e-23	5.65292366422094e-21	56	73	66	10	12	10	88.8141622826988	92.6781356248099	114.406580866122	6.20231147968885	9.58866946948578	5.06835704424844	Up_muscle_Down_muscle_wssv
XM_027356497.1	23041.2639024383	-2.23378415258956	0.226274560037174	-9.87200749488838	5.50516297956268e-23	6.35295807841533e-21	21345	29427	24689	14949	10567	12871	33852.4695343608	37359.4451648121	42796.7284091466	9271.83543098687	8443.62252367135	6523.48235165217	Up_muscle_Down_muscle_wssv
XM_027358948.1	1211.70485234956	11.2133171167766	1.13943007106049	9.84116305298151	7.48405858978679e-23	8.53617798921147e-21	0	0	2	3811	1311	7607	0	0	3.46686608685217	2363.70090490942	1047.56213954132	3855.49920355979	Down_muscle_Up_muscle_wssv
XM_027353912.1	918.619727731897	-1.97251514515705	0.200554996828408	-9.83528297150683	7.93442359681404e-23	8.94583460472976e-21	829	1188	905	607	508	666	1314.76679522067	1508.24144003115	1568.75690430061	376.480306817113	405.920340874898	337.552579146946	Up_muscle_Down_muscle_wssv
XM_027352348.1	220.267851701241	-2.73668919565735	0.278388445708379	-9.83046975492696	8.3229631404626e-23	9.27726652781791e-21	239	256	257	70	76	134	379.04615688509	325.00825643769	445.492292160504	43.416180357822	60.7282399734099	67.9159843929291	Up_muscle_Down_muscle_wssv
XM_027350825.1	293.493222178655	-2.33218867755935	0.237306583696678	-9.82774536310512	8.55117236742784e-23	9.42454491596626e-21	258	397	321	142	118	215	409.179533373862	504.016710178761	556.432006939773	88.0728230115817	94.2885831166101	108.969676451341	Up_muscle_Down_muscle_wssv
XR_003477192.1	183.295879202598	2.50562249988599	0.255273971580131	9.81542491142492	9.66300261195115e-23	1.05315991800699e-20	40	39	30	464	426	605	63.4386873447849	49.5129765666793	52.0029913027826	287.787252657563	340.397766166745	306.635601177031	Down_muscle_Up_muscle_wssv
XM_027365164.1	226.825707450872	-2.25594736517793	0.230582119240088	-9.7837047062135	1.32278094258731e-22	1.42584156767461e-20	261	251	227	130	89	164	413.937434924721	318.660438929141	393.489300857721	80.6300492359551	71.1159652320195	83.1210555256744	Up_muscle_Down_muscle_wssv
XM_027359537.1	20662.454737307	-1.66374579776719	0.171184003535768	-9.71904946375179	2.50105262867026e-22	2.66661143854637e-20	18864	26146	17953	16639	13153	17585	29917.6849518005	33194.0073157025	31120.3234286285	10320.0260710543	10509.9807943455	8912.70586231088	Up_muscle_Down_muscle_wssv
XM_027350817.1	49807.5321490902	-2.15352634069275	0.221721965328194	-9.71273341143754	2.66103395526895e-22	2.77681724119502e-20	44855	66446	51058	24659	27650	34440	71138.5580212581	84357.4164346044	88505.6243312491	15294.2798777647	22093.8925692735	17455.4216603916	Up_muscle_Down_muscle_wssv
XM_027365957.1	341.174920320557	3.59269242354607	0.369858124495494	9.71370421684449	2.63580114209417e-22	2.77681724119502e-20	45	32	26	1177	936	813	71.368523262883	40.6260320547112	45.0692591290782	730.012061159378	747.916218619891	412.057427697398	Down_muscle_Up_muscle_wssv
XM_027350818.1	50247.1916430369	-2.16213780931215	0.223638014859007	-9.66802451128568	4.12258864420692e-22	4.2566812643185e-20	45242	66888	51778	24678	27851	34524	71752.3273213189	84918.56350236	89753.6961225158	15306.0642695762	22254.5027828874	17497.9958595633	Up_muscle_Down_muscle_wssv
XM_027367748.1	260.513862728646	5.94891156980675	0.615706561259763	9.66192654766422	4.37556670282952e-22	4.4708264362557e-20	8	2	6	482	1092	722	12.687737468957	2.53912700341945	10.4005982605565	298.951413321003	872.568921723206	365.935378594737	Down_muscle_Up_muscle_wssv
